Page Path,Writer,Team,GitHub Username
_docs/_partners/message_orchestration/deeplinking/appsflyer/appsflyer.md,Adam,Partnerships,atom-evens
_docs/_partners/message_orchestration/deeplinking/branch_for_deeplinking.md,Adam,Partnerships,atom-evens
_docs/_partners/message_orchestration/deeplinking/vizbee_for_tv_deeplinking.md,Adam,Partnerships,atom-evens
_docs/_partners/message_orchestration/retargeting.md,Adam,Partnerships,atom-evens
_docs/_partners/message_orchestration/retargeting/adikteev.md,Adam,Partnerships,atom-evens
_docs/_partners/message_orchestration/retargeting/facebook.md,Adam,Partnerships,atom-evens
_docs/_partners/message_orchestration/retargeting/jampp.md,Adam,Partnerships,atom-evens
_docs/_partners/message_orchestration/retargeting/quikly.md,Adam,Partnerships,atom-evens
_docs/_partners/message_orchestration/retargeting/remerge.md,Adam,Partnerships,atom-evens
_docs/_partners/message_orchestration/templates.md,Adam,Partnerships,atom-evens
_docs/_partners/message_orchestration/templates/Mailizio.md,Adam,Partnerships,atom-evens
_docs/_partners/message_orchestration/templates/alpaco.md,Adam,Partnerships,atom-evens
_docs/_partners/message_orchestration/templates/better_email.md,Adam,Partnerships,atom-evens
_docs/_partners/message_orchestration/templates/blayer.md,Adam,Partnerships,atom-evens
_docs/_partners/message_orchestration/templates/copy_pastd.md,Adam,Partnerships,atom-evens
_docs/_partners/message_orchestration/templates/denada.md,Adam,Partnerships,atom-evens
_docs/_partners/message_orchestration/templates/dyspatch.md,Adam,Partnerships,atom-evens
_docs/_partners/message_orchestration/templates/email_love.md,Adam,Partnerships,atom-evens
_docs/_partners/message_orchestration/templates/emailshepherd.md,Adam,Partnerships,atom-evens
_docs/_partners/message_orchestration/templates/iam_studio.md,Adam,Partnerships,atom-evens
_docs/_partners/message_orchestration/templates/jasper.md,Adam,Partnerships,atom-evens
_docs/_partners/message_orchestration/templates/knak.md,Adam,Partnerships,atom-evens
_docs/_partners/message_orchestration/templates/sageflo.md,Adam,Partnerships,atom-evens
_docs/_partners/message_orchestration/templates/smartersends.md,Adam,Partnerships,atom-evens
_docs/_partners/message_orchestration/templates/stensul.md,Adam,Partnerships,atom-evens
_docs/_partners/message_orchestration/templates/stripo.md,Adam,Partnerships,atom-evens
_docs/_partners/message_orchestration/templates/taxi_for_email.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/creative_studio.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/creative_studio/canva.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/creative_studio/figma.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/content_optimization_testing.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/content_optimization_testing/jacquard.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/content_optimization_testing/just_ai.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/content_optimization_testing/notify.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/content_optimization_testing/trustpilot.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/otherlevels.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/personalization_engines.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/personalization_engines/dynamic_yield.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/personalization_engines/limbik.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/personalization_engines/sheetlabs.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/personalized_recommendations.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/personalized_recommendations/amazon_personalize.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/personalized_recommendations/amazon_personalize/amazon_personalize.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/personalized_recommendations/amazon_personalize/workshop.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/personalized_recommendations/certona.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/personalized_recommendations/fullstory.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/personalized_recommendations/personalize.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/blings.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/cataboom.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/cloudinary.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/dailyplay.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/future_anthem.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/judo.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/movable_ink.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/movable_ink/customer_data_api.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/movable_ink/da_vinci.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/movable_ink/dynamic_sms_link.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/niftyimages.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/odicci.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/playable.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/seen.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/stayfilm.md,Docs Team,,docs-team
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/storyly.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/stylitics.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/videosmart.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/worthy.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/wsc_sports.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/wyng.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/yotpo.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/localization.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/localization/crowdin.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/localization/lilt.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/localization/lokalise.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/localization/phrase.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/localization/smartling.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/localization/transifex.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/location.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/location/accuweather.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/location/bluedot.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/location/flybuy.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/location/foursquare.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/location/infillion.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/location/loplat.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/location/radar.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/referrals.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/referrals/extole.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/referrals/friendbuy.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/referrals/mention_me.md,Adam,Partnerships,atom-evens
_docs/_partners/message_personalization/referrals/talkable.md,,,
_docs/_partners/third_party_liability.md,Docs Team,n/a,docs-team
_docs/_unlisted_docs/private_betas/accounts_opportunities_object.md,,,
_docs/_unlisted_docs/private_betas/ai_step.md,Lydia,Intelligence,lydia-xie
_docs/_unlisted_docs/private_betas/campaign_autosave.md,Lydia,Messaging Experience,lydia-xie
_docs/_unlisted_docs/private_betas/campaign_qa_agent.md,Lydia,Intelligence,lydia-xie
_docs/_unlisted_docs/private_betas/csv_events.md,Zair,Ingestion,zairro
_docs/_unlisted_docs/private_betas/custom_attributes_entitlements.md,Zair,Core Objects,zairro
_docs/_unlisted_docs/private_betas/custom_events_entitlements.md,Zair,Core Objects,zairro
_docs/_unlisted_docs/private_betas/dnd_content_blocks_preview.md,Bre,FIX,bre-fitzgerald
_docs/_unlisted_docs/private_betas/email_html_react.md,Lydia,Email,lydia-xie
_docs/_unlisted_docs/private_betas/get_app_group_apps.md,,,
_docs/_unlisted_docs/private_betas/get_campaign_url_info.md,Lydia,Core Messaging,lydia-xie
_docs/_unlisted_docs/private_betas/get_canvas_url_info.md,Lydia,"Canvas, Logic, & Execution",lydia-xie
_docs/_unlisted_docs/private_betas/idle_campaigns.md,Lydia,Messaging Experience,lydia-xie
_docs/_unlisted_docs/private_betas/last_touch_attribution_report_builder.md,Rachel,Reporting,rachel-feinberg
_docs/_unlisted_docs/private_betas/message_prioritization.md,Lydia,Messaging Experience,lydia-xie
_docs/_unlisted_docs/private_betas/message_template_assistant.md,Lydia,Email,lydia-xie
_docs/_unlisted_docs/private_betas/post_track_users_bulk.md,Zair,Ingestion,zairro
_docs/_unlisted_docs/private_betas/post_track_users_bulk_partners.md,Zair,Ingestion,zairro
_docs/_unlisted_docs/private_betas/rate_limiting_v3.md,Lydia,Core Messaging,lydia-xie
_docs/_unlisted_docs/private_betas/rich_cards.md,Rachel,SMS,rachel-feinberg
_docs/_unlisted_docs/private_betas/sender_verification.md,Lydia,Email,lydia-xie
_docs/_unlisted_docs/private_betas/shopify_beta.md,Rachel,Shopify,rachel-feinberg
_docs/_unlisted_docs/private_betas/shopify_beta/shopify_custom_integration_upgrade.md,Rachel,Shopify,rachel-feinberg
_docs/_unlisted_docs/private_betas/shopify_beta/shopify_standard_integration_upgrade.md,Rachel,Shopify,rachel-feinberg
_docs/_unlisted_docs/private_betas/shopify_beta/shopify_upgrade_overview.md,Rachel,Shopify,rachel-feinberg
_docs/_unlisted_docs/private_betas/shopify_collections_sync.md,Rachel,Shopify,rachel-feinberg
_docs/_unlisted_docs/private_betas/workspace_rate_limits.md,Zair,Ingestion,zairro
_docs/_user_guide/administer.md,Docs Team,,docs-team
_docs/_user_guide/administer/global.md,Docs Team,,docs-team
_docs/_user_guide/administer/global/admin_settings.md,Rachel,CLIP,rachel-feinberg
_docs/_user_guide/administer/global/admin_settings/contact_information.md,Docs Team,n/a,docs-team
_docs/_user_guide/administer/global/admin_settings/notification_preferences.md,Lydia,Messaging Experience,lydia-xie
_docs/_user_guide/administer/global/admin_settings/security_settings.md,Rachel,CLIP,rachel-feinberg
_docs/_user_guide/administer/global/admin_settings/security_settings/security_export_s3.md,Rachel,CLIP,rachel-feinberg
_docs/_user_guide/administer/global/admin_settings/workspace_time_zone.md,Lydia,Core Messaging,lydia-xie
_docs/_user_guide/administer/global/billing.md,Rachel,Reporting,rachel-feinberg
_docs/_user_guide/administer/global/billing/credits_usage.md,Rachel,Reporting,rachel-feinberg
_docs/_user_guide/administer/global/create_and_manage_workspaces.md,Zair,Feature Flags,zairro
_docs/_user_guide/administer/global/create_and_manage_workspaces/migrate_workspace_data.md,Zair,Feature Flags,zairro
_docs/_user_guide/administer/global/privacy.md,Docs Team,,docs-team
_docs/_user_guide/administer/global/privacy/managing_consent.md,Docs Team,,docs-team
_docs/_user_guide/administer/global/privacy/spam_regulations.md,Docs Team,,docs-team
_docs/_user_guide/administer/global/saml_single_sign_on.md,Rachel,CLIP,rachel-feinberg
_docs/_user_guide/administer/global/saml_single_sign_on/microsoft_entra_sso.md,Rachel,CLIP,rachel-feinberg
_docs/_user_guide/administer/global/saml_single_sign_on/okta.md,Rachel,CLIP,rachel-feinberg
_docs/_user_guide/administer/global/saml_single_sign_on/onelogin.md,Rachel,CLIP,rachel-feinberg
_docs/_user_guide/administer/global/saml_single_sign_on/saml_just_in_time_provisioning.md,Rachel,CLIP,rachel-feinberg
_docs/_user_guide/administer/global/saml_single_sign_on/saml_sso_setup.md,Rachel,CLIP,rachel-feinberg
_docs/_user_guide/administer/global/user_management.md,Docs Team,,docs-team
_docs/_user_guide/administer/global/user_management/automated_user_provisioning.md,Rachel,CLIP,rachel-feinberg
_docs/_user_guide/administer/global/user_management/internal_groups.md,Lydia,Email,lydia-xie
_docs/_user_guide/administer/global/user_management/manage_company_users.md,Rachel,CLIP,rachel-feinberg
_docs/_user_guide/administer/global/user_management/permissions.md,Rachel,CLIP,rachel-feinberg
_docs/_user_guide/administer/global/user_management/teams.md,Rachel,CLIP,rachel-feinberg
_docs/_user_guide/administer/global/workspace_settings.md,Docs Team,,docs-team
_docs/_user_guide/administer/global/workspace_settings/apis_and_identifiers.md,Zair,Ingestion Foundations,zairro
_docs/_user_guide/administer/global/workspace_settings/brand_guidelines.md,Bre,FIX,bre-fitzgerald
_docs/_user_guide/administer/global/workspace_settings/email_preferences.md,Rachel,In-App Messaging,rachel-feinberg
_docs/_user_guide/administer/global/workspace_settings/email_preferences/bot_filtering.md,Lydia,Email,lydia-xie
_docs/_user_guide/administer/global/workspace_settings/logs_and_alerts.md,Docs Team,,docs-team
_docs/_user_guide/administer/global/workspace_settings/logs_and_alerts/api_usage_alerts.md,Zair,Ingestion Foundations,zairro
_docs/_user_guide/administer/global/workspace_settings/logs_and_alerts/event_user_log.md,Zair,Ingestion Foundations,zairro
_docs/_user_guide/administer/global/workspace_settings/logs_and_alerts/exports_log.md,Rachel,Reporting,rachel-feinberg
_docs/_user_guide/administer/global/workspace_settings/logs_and_alerts/message_activity_log.md,Lydia,Core Messaging,lydia-xie
_docs/_user_guide/administer/global/workspace_settings/messaging_rate_limits.md,Lydia,Core Messaging,lydia-xie
_docs/_user_guide/administer/global/workspace_settings/multi_language_settings.md,Lydia,Core Messaging,lydia-xie
_docs/_user_guide/administer/global/workspace_settings/push_settings.md,Zair,Push,zairro
_docs/_user_guide/administer/global/workspace_settings/tags.md,Bre,FIX,bre-fitzgerald
_docs/_user_guide/administer/personal.md,Docs Team,,docs-team
_docs/_user_guide/administer/personal/accessing_your_account.md,Rachel,CLIP,rachel-feinberg
_docs/_user_guide/administer/personal/braze_certification.md,Docs Team,Support,docs-team
_docs/_user_guide/administer/personal/braze_support.md,Docs Team,Support,docs-team
_docs/_user_guide/administer/personal/language_settings.md,Docs Team,,docs-team
_docs/_user_guide/administer/personal/product_portal.md,Docs Team,,docs-team
_docs/_user_guide/administer/personal/sdk_endpoints.md,Zair,SDKs,zairro
_docs/_user_guide/administer/personal/the_braze_dashboard.md,Bre,FIX,bre-fitzgerald
_docs/_user_guide/analytics.md,Docs Team,Reporting,docs-team
_docs/_user_guide/analytics/dashboards.md,Rachel,Reporting,rachel-feinberg
_docs/_user_guide/analytics/dashboards/api_usage.md,Zair,Ingestion Foundations,zairro
_docs/_user_guide/analytics/dashboards/channel_performance.md,Rachel,Reporting,rachel-feinberg
_docs/_user_guide/analytics/dashboards/conversions.md,Rachel,Reporting,rachel-feinberg
_docs/_user_guide/analytics/dashboards/dashboard_builder.md,Rachel,Reporting,rachel-feinberg
_docs/_user_guide/analytics/dashboards/dashboard_builder/diagnostics_dashboard.md,Lydia,Core Messaging,lydia-xie
_docs/_user_guide/analytics/dashboards/dashboard_builder/ecommerce_revenue_dashboard.md,Rachel,Reporting,rachel-feinberg
_docs/_user_guide/analytics/dashboards/dashboard_builder/industry_benchmarks_dashboard.md,Rachel,Reporting,rachel-feinberg
_docs/_user_guide/analytics/dashboards/deliverability_center.md,Lydia,Email,lydia-xie
_docs/_user_guide/analytics/dashboards/home.md,Rachel,Reporting,rachel-feinberg
_docs/_user_guide/analytics/metrics_glossary.md,Rachel,Reporting,rachel-feinberg
_docs/_user_guide/analytics/reports.md,Rachel,Reporting,rachel-feinberg
_docs/_user_guide/analytics/reports/campaign_analytics.md,Rachel,Reporting,rachel-feinberg
_docs/_user_guide/analytics/reports/configure_reporting.md,Rachel,Reporting,rachel-feinberg
_docs/_user_guide/analytics/reports/custom_events_report.md,Rachel,Reporting,rachel-feinberg
_docs/_user_guide/analytics/reports/engagement_reports.md,Rachel,Reporting,rachel-feinberg
_docs/_user_guide/analytics/reports/funnel_reports.md,Rachel,Reporting,rachel-feinberg
_docs/_user_guide/analytics/reports/query_builder.md,Rachel,Reporting,rachel-feinberg
_docs/_user_guide/analytics/reports/query_builder/building_queries.md,Rachel,Reporting,rachel-feinberg
_docs/_user_guide/analytics/reports/query_builder/data_by_segments.md,Rachel,Reporting,rachel-feinberg
_docs/_user_guide/analytics/reports/query_builder/query_templates.md,Rachel,Reporting,rachel-feinberg
_docs/_user_guide/analytics/reports/query_builder/sql_variables.md,Rachel,Reporting,rachel-feinberg
_docs/_user_guide/analytics/reports/report_builder.md,Rachel,Reporting,rachel-feinberg
_docs/_user_guide/analytics/reports/report_builder/report_builder_legacy.md,Rachel,Reporting,rachel-feinberg
_docs/_user_guide/analytics/reports/retention_reports.md,Rachel,Reporting,rachel-feinberg
_docs/_user_guide/analytics/reports/revenue_report.md,Rachel,Reporting,rachel-feinberg
_docs/_user_guide/analytics/tracking.md,Zair,Push,zairro
_docs/_user_guide/analytics/tracking/influenced_opens.md,Zair,Push,zairro
_docs/_user_guide/analytics/tracking/segment_analytics_tracking.md,Rachel,User Targeting,rachel-feinberg
_docs/_user_guide/analytics/tracking/uninstall_tracking.md,Docs Team,,docs-team
_docs/_user_guide/audience.md,Docs Team,n/a,docs-team
_docs/_user_guide/audience/global_control_group.md,Rachel,User Targeting,rachel-feinberg
_docs/_user_guide/audience/locations_and_geofences.md,Rachel,In-App Messages,rachel-feinberg
_docs/_user_guide/audience/locations_and_geofences/creating_geofences.md,Rachel,In-App Messages,rachel-feinberg
_docs/_user_guide/audience/locations_and_geofences/location_tracking.md,Rachel,In-App Messages,rachel-feinberg
_docs/_user_guide/audience/manage_audience.md,Docs Team,n/a,docs-team
_docs/_user_guide/audience/manage_audience/import_users.md,Zair,Ingestion Foundations,zairro
_docs/_user_guide/audience/manage_audience/import_users/csv_import.md,Zair,Ingestion Foundations,zairro
_docs/_user_guide/audience/manage_audience/merge_duplicate_users.md,Zair,Core Objects,zairro
_docs/_user_guide/audience/manage_audience/merge_duplicate_users/merge_behavior.md,Zair,Core Objects,zairro
_docs/_user_guide/audience/manage_audience/user_profiles.md,Docs Team,n/a,docs-team
_docs/_user_guide/audience/manage_audience/user_profiles/delete_users.md,Zair,Core Objects,zairro
_docs/_user_guide/audience/segments.md,Rachel,User Targeting,rachel-feinberg
_docs/_user_guide/audience/segments/calculated_filters.md,Docs Team,,docs-team
_docs/_user_guide/audience/segments/creating_a_segment.md,Rachel,User Targeting,rachel-feinberg
_docs/_user_guide/audience/segments/location_targeting.md,Rachel,In-App Messages,rachel-feinberg
_docs/_user_guide/audience/segments/managing_segments.md,Rachel,User Targeting,rachel-feinberg
_docs/_user_guide/audience/segments/measuring_segment_size.md,Rachel,User Targeting,rachel-feinberg
_docs/_user_guide/audience/segments/regex.md,Docs Team,n/a,docs-team
_docs/_user_guide/audience/segments/segment_data.md,Rachel,User Targeting,rachel-feinberg
_docs/_user_guide/audience/segments/segment_extension.md,Rachel,User Targeting,rachel-feinberg
_docs/_user_guide/audience/segments/segment_extension/cdi_segments.md,Rachel,User Targeting,rachel-feinberg
_docs/_user_guide/audience/segments/segment_extension/sql_segments.md,Rachel,User Targeting,rachel-feinberg
_docs/_user_guide/audience/segments/segment_extension/sql_segments/catalog_segments.md,Rachel,User Targeting,rachel-feinberg
_docs/_user_guide/audience/segments/segment_extension/sql_segments/rfm_segments.md,Rachel,User Targeting,rachel-feinberg
_docs/_user_guide/audience/segments/segment_extension/sql_segments/sql_segments_tables.md,Rachel,User Targeting,rachel-feinberg
_docs/_user_guide/audience/segments/segment_extension/sql_segments/use_cases.md,Rachel,User Targeting,rachel-feinberg
_docs/_user_guide/audience/segments/segment_insights.md,Rachel,User Targeting,rachel-feinberg
_docs/_user_guide/audience/segments/segment_with_nested_custom_attributes.md,Rachel,User Targeting,rachel-feinberg
_docs/_user_guide/audience/segments/segmentation_filters.md,Docs Team,n/a,docs-team
_docs/_user_guide/audience/segments/troubleshooting.md,Rachel,User Targeting,rachel-feinberg
_docs/_user_guide/audience/subscription_preferences.md,Docs Team,n/a,docs-team
_docs/_user_guide/audience/subscription_preferences/preference_center.md,Lydia,Email,lydia-xie
_docs/_user_guide/audience/subscription_preferences/preference_center/api_preference_center.md,Lydia,Email,lydia-xie
_docs/_user_guide/audience/subscription_preferences/preference_center/dnd_preference_center.md,Lydia,Email,lydia-xie
_docs/_user_guide/audience/suppression_lists.md,Rachel,User Targeting,rachel-feinberg
_docs/_user_guide/audience/your_audience.md,Docs Team,n/a,docs-team
_docs/_user_guide/brazeai.md,Lydia,Intelligence,lydia-xie
_docs/_user_guide/brazeai/agents.md,Lydia,Intelligence,lydia-xie
_docs/_user_guide/brazeai/agents/creating_agents.md,Lydia,Intelligence,lydia-xie
_docs/_user_guide/brazeai/agents/deploying_agents.md,Lydia,Intelligence,lydia-xie
_docs/_user_guide/brazeai/agents/examples.md,Docs Team,,docs-team
_docs/_user_guide/brazeai/agents/faq.md,Lydia,Intelligence,lydia-xie
_docs/_user_guide/brazeai/agents/knowledge_sources.md,Docs Team,,docs-team
_docs/_user_guide/brazeai/agents/reference.md,Lydia,Intelligence,lydia-xie
_docs/_user_guide/brazeai/content_optimizer.md,Lydia,Intelligence,lydia-xie
_docs/_user_guide/brazeai/decisioning_studio.md,Lydia,AI Platform,lydia-xie
_docs/_user_guide/brazeai/decisioning_studio/audience.md,Lydia,AI Platform,lydia-xie
_docs/_user_guide/brazeai/decisioning_studio/decisioning_studio_go.md,Lydia,Customer Interface,lydia-xie
_docs/_user_guide/brazeai/decisioning_studio/decisioning_studio_go/examples.md,Docs Team,,docs-team
_docs/_user_guide/brazeai/decisioning_studio/decisioning_studio_go/faq.md,Docs Team,,docs-team
_docs/_user_guide/brazeai/decisioning_studio/decisioning_studio_go/setup.md,Docs Team,,docs-team
_docs/_user_guide/brazeai/decisioning_studio/design_agents.md,Lydia,AI Platform,lydia-xie
_docs/_user_guide/brazeai/decisioning_studio/faq.md,Lydia,AI Platform,lydia-xie
_docs/_user_guide/brazeai/decisioning_studio/get_started.md,Lydia,AI Platform,lydia-xie
_docs/_user_guide/brazeai/decisioning_studio/launch_agents.md,Lydia,AI Platform,lydia-xie
_docs/_user_guide/brazeai/decisioning_studio/orchestration_setup.md,Lydia,AI Platform,lydia-xie
_docs/_user_guide/brazeai/decisioning_studio/prepare_data.md,Lydia,AI Platform,lydia-xie
_docs/_user_guide/brazeai/decisioning_studio/prepare_data/backfill_best_practices.md,Lydia,AI Platform,lydia-xie
_docs/_user_guide/brazeai/decisioning_studio/prepare_data/braze_external_id.md,Lydia,AI Platform,lydia-xie
_docs/_user_guide/brazeai/decisioning_studio/prepare_data/choose_features.md,Lydia,AI Platform,lydia-xie
_docs/_user_guide/brazeai/decisioning_studio/prepare_data/connect_data_sources.md,Lydia,AI Platform,lydia-xie
_docs/_user_guide/brazeai/decisioning_studio/prepare_data/data_assets.md,Lydia,AI Platform,lydia-xie
_docs/_user_guide/brazeai/decisioning_studio/prepare_data/data_principles.md,Lydia,AI Platform,lydia-xie
_docs/_user_guide/brazeai/decisioning_studio/prepare_data/data_streams.md,Lydia,AI Platform,lydia-xie
_docs/_user_guide/brazeai/decisioning_studio/reporting.md,Lydia,AI Platform,lydia-xie
_docs/_user_guide/brazeai/decisioning_studio/reporting/diagnostics.md,Lydia,AI Platform,lydia-xie
_docs/_user_guide/brazeai/decisioning_studio/reporting/insights.md,Lydia,AI Platform,lydia-xie
_docs/_user_guide/brazeai/decisioning_studio/reporting/performance.md,Lydia,AI Platform,lydia-xie
_docs/_user_guide/brazeai/decisioning_studio/reporting/timeline.md,Lydia,AI Platform,lydia-xie
_docs/_user_guide/brazeai/decisioning_studio/use_case.md,Lydia,AI Platform,lydia-xie
_docs/_user_guide/brazeai/generative_ai.md,Lydia,Intelligence,lydia-xie
_docs/_user_guide/brazeai/generative_ai/content_qa.md,Lydia,Intelligence,lydia-xie
_docs/_user_guide/brazeai/generative_ai/copywriting.md,Lydia,Intelligence,lydia-xie
_docs/_user_guide/brazeai/generative_ai/data_transformation.md,Lydia,Intelligence,lydia-xie
_docs/_user_guide/brazeai/generative_ai/images.md,Lydia,Intelligence,lydia-xie
_docs/_user_guide/brazeai/generative_ai/liquid.md,Lydia,Intelligence,lydia-xie
_docs/_user_guide/brazeai/generative_ai/sql_queries.md,Lydia,Intelligence,lydia-xie
_docs/_user_guide/brazeai/generative_ai/sql_segment_extensions.md,Lydia,Intelligence,lydia-xie
_docs/_user_guide/brazeai/intelligence_suite.md,Lydia,Intelligence,lydia-xie
_docs/_user_guide/brazeai/intelligence_suite/intelligent_channel.md,Lydia,Intelligence,lydia-xie
_docs/_user_guide/brazeai/intelligence_suite/intelligent_selection.md,Lydia,Intelligence,lydia-xie
_docs/_user_guide/brazeai/intelligence_suite/intelligent_timing.md,Lydia,Intelligence,lydia-xie
_docs/_user_guide/brazeai/intelligence_suite/use_case.md,Lydia,Intelligence,lydia-xie
_docs/_user_guide/brazeai/intelligence_suite/variant_selection.md,Lydia,Intelligence,lydia-xie
_docs/_user_guide/brazeai/item_recommendations.md,Lydia,Intelligence,lydia-xie
_docs/_user_guide/brazeai/item_recommendations/creating_recommendations.md,Lydia,Intelligence,lydia-xie
_docs/_user_guide/brazeai/item_recommendations/creating_recommendations/ai.md,Lydia,Intelligence,lydia-xie
_docs/_user_guide/brazeai/item_recommendations/creating_recommendations/rules_based.md,Lydia,Intelligence,lydia-xie
_docs/_user_guide/brazeai/item_recommendations/use_case.md,Lydia,Intelligence,lydia-xie
_docs/_user_guide/brazeai/item_recommendations/using_recommendations.md,Lydia,Intelligence,lydia-xie
_docs/_user_guide/brazeai/item_recommendations/viewing_analytics.md,Lydia,Intelligence,lydia-xie
_docs/_user_guide/brazeai/mcp_server.md,Zair,,zairro
_docs/_user_guide/brazeai/mcp_server/available_api_functions.md,Zair,,zairro
_docs/_user_guide/brazeai/mcp_server/setup.md,Zair,,zairro
_docs/_user_guide/brazeai/mcp_server/usage.md,Zair,,zairro
_docs/_user_guide/brazeai/operator.md,Bre,Operator,bre-fitzgerald
_docs/_user_guide/brazeai/operator/analyze.md,Bre,Operator,bre-fitzgerald
_docs/_user_guide/brazeai/operator/capabilities.md,Bre,Operator,bre-fitzgerald
_docs/_user_guide/brazeai/operator/data_privacy_security.md,Bre,Operator,bre-fitzgerald
_docs/_user_guide/brazeai/operator/prompt_library.md,Bre,Operator,bre-fitzgerald
_docs/_user_guide/brazeai/operator/reviewing_actions.md,Bre,Operator,bre-fitzgerald
_docs/_user_guide/brazeai/operator/support_tickets.md,Bre,Operator,bre-fitzgerald
