path,size_bytes
assets/img/shopify/shopify_integration8.png,29005
assets/img/shopify/shopify_integration9.png,17993
assets/img/shopify/shopify_segmentation2.png,29687
assets/img/shopify/shopify_segmentation3.png,15284
assets/img/shopify/shopify_segmentation4.png,14743
assets/img/shopify/shopify_step_1.png,17142
assets/img/shopify/shopify_step_2_events.png,101002
assets/img/shopify/shopify_step_3_email.png,70876
assets/img/shopify/shopify_step_4_catalog.png,32399
assets/img/shopify/shopify_step_5_channels.png,38873
assets/img/shopify/shopify_usersyncing_subscribercollection.png,108524
assets/img/shopify/switch_stores.png,15496
assets/img/shopify/sync_products.png,35303
assets/img/shopify/tracking_shopify_data1.png,8441
assets/img/shopify/transactions_tab.png,51043
assets/img/shopify/turn_off_automations.png,13496
assets/img/shopify/view_catalog.png,9991
assets/img/shopify/winback_canvas_cancel.gif,38758381
assets/img/shopify/winback_canvas_refund.gif,53199219
assets/img/shopify_add_trigger.png,40009
assets/img/shopify_enter_storefront.png,18896
assets/img/shopify_nested_attributes.png,20277
assets/img/shopify_select_event.png,16657
assets/img/shopify_tags.png,12146
assets/img/shopify_type_email.png,50700
assets/img/sign-in.png,708
assets/img/sisudata/kda_result_negative.png,93291
assets/img/sisudata/kda_result_positive.png,93413
assets/img/sisudata/metric_creation.png,89348
assets/img/sisudata/segment.png,9847
assets/img/smartling/smartling-braze-settings.png,36299
assets/img/smartling/smartling-content-blocks-list.png,25344
assets/img/sms/MMS.png,122783
assets/img/sms/alphanumericsenderid.jpg,73188
assets/img/sms/contact_card.png,36430
assets/img/sms/contactcards.gif,13674115
assets/img/sms/custom_domain.png,23813
assets/img/sms/custom_domain2.png,27593
assets/img/sms/custom_domain_button.png,17332
assets/img/sms/custom_domain_statuses.png,35904
assets/img/sms/dns_record.png,36507
assets/img/sms/e164.jpg,69310
assets/img/sms/link_shortening10.png,56772
assets/img/sms/main_page.png,48965
assets/img/sms/mms_preview.png,81740
assets/img/sms/opt-in1.png,45364
assets/img/sms/opt-in2.png,22988
assets/img/sms/sms_about.png,68721
assets/img/sms/sms_campaign_details.png,43022
assets/img/sms/sms_canvas.png,6858
assets/img/sms/sms_cta.png,8396
assets/img/sms/sms_geographic_permissions_read_only.png,24208
assets/img/sms/sms_graph.png,48189
assets/img/sms/sms_historical_performance.png,23936
assets/img/sms/sms_message_body.png,12682
assets/img/sms/sms_message_performance.png,24069
assets/img/sms/sms_other.png,107970
assets/img/sms_campaign_compose.gif,2908075
assets/img/sms_campaign_confirm.gif,3436765
assets/img/sms_campaign_conversion.gif,2824873
assets/img/sms_campaign_delivery.gif,4552378
assets/img/sms_campaign_setup.gif,6230930
assets/img/sms_campaign_targeting.gif,3838357
assets/img/sms_campaign_test.gif,4942470
assets/img/sms_credit_consumption2.png,78557
assets/img/sms_icon.png,475
assets/img/snapchat/snapchat4.png,134823
assets/img/snapchat/snapchat5.png,138211
assets/img/snapchat/snapchat6.png,35755
assets/img/sso2.png,12669
assets/img/steps.gif,6723530
assets/img/sub_group_use.gif,2044794
assets/img/subscription_and_billing3.png,12213
assets/img/subscription_group_import.png,10764
assets/img/survicate/image1.png,23325
assets/img/survicate/survicate_asset_1.png,203499
assets/img/survicate/survicate_asset_2.png,15730
assets/img/survicate/survicate_asset_3.png,20410
assets/img/swift.png,3171
assets/img/swift/sdk_integration/copy-bundle-resources.png,28035
assets/img/swift/sdk_integration/do-not-embed-and-sign.png,23959
assets/img/swift_idfv.png,18206
assets/img/sxsw-vote.png,14485
assets/img/talonone_coupon_settings.png,31300
assets/img/tealium/braze_connector_marketplace.png,43652
assets/img/tealium/connector_summary.png,47978
assets/img/tealium/get_code.png,89968
assets/img/tealium/remote_mappings.png,93319
assets/img/tealium/save_publish.png,1797
assets/img/tealium/summary.png,76843
assets/img/tiktok/tiktok10.png,179916
assets/img/tiktok/tiktok12.png,22564
assets/img/tiktok/tiktok14.png,17826
assets/img/tiktok/tiktok15.png,13333
assets/img/tiktok/tiktok17.png,39857
assets/img/tiktok/tiktok4.png,34217
assets/img/tiktok/tiktok6.png,29158
assets/img/tiktok/tiktok7.png,29432
assets/img/tiktok/tiktok8.png,20394
assets/img/tiktok/tiktok9.png,175666
assets/img/treasure_data/query_1.png,29171
assets/img/tvos_icon.png,20031
assets/img/unity-icon.png,4590
assets/img/unity/android/unity_android_push_settings_config.png,22400
assets/img/unity/ios/unity_ios_api_key.png,4367
assets/img/unreal.png,11469
assets/img/unreal_engine/AndroidSetLogLevel.png,20718
assets/img/unreal_engine/EnablePlugin.png,24323
assets/img/unreal_engine/InitializeBraze.png,11631
assets/img/unreal_engine/MakeBrazeProperties.png,21258
assets/img/user-sub-state-export.png,12557
assets/img/user_permissions_selection.png,39319
assets/img/user_profile_obfuscated1.png,26456
assets/img/user_profile_obfuscated2.png,15129
assets/img/user_profile_obfuscated3.png,12920
assets/img/user_profile_process.png,36808
assets/img/user_profile_process2.png,36630
assets/img/user_track_api.png,27958
assets/img/variants.gif,1101985
assets/img/voucherify/voucherify_cc_app_keys.png,13117
assets/img/voucherify/voucherify_cc_cache.png,32122
assets/img/voucherify/voucherify_cc_campaignId.png,44409
assets/img/voucherify/voucherify_cc_custom_code_email.png,19534
assets/img/voucherify/voucherify_cc_endpoint.png,2119
assets/img/voucherify/voucherify_cc_join_once.png,5800
assets/img/voucherify/voucherify_cc_limiter.png,26973
assets/img/voucherify/voucherify_cc_retry.png,31966
assets/img/voucherify/voucherify_cc_save_parameter.png,35809
assets/img/voucherify/voucherify_cc_script_overview.png,70415
assets/img/voucherify/voucherify_cc_sourceId_unique_publication.png,32196
assets/img/voucherify/voucherify_custom_attributes_API_key.png,22530
assets/img/voucherify/voucherify_custom_attributes_channel.png,38821
assets/img/voucherify/voucherify_custom_attributes_code.png,5036
assets/img/voucherify/voucherify_custom_attributes_consents.png,75903
assets/img/voucherify/voucherify_custom_attributes_distribution.png,33384
assets/img/voucherify/voucherify_custom_attributes_email_body.png,26987
assets/img/voucherify/voucherify_custom_attributes_email_preview.png,8182
assets/img/voucherify/voucherify_custom_attributes_enter_API_key.png,12783
assets/img/voucherify/voucherify_custom_attributes_fields_mapping.png,23975
assets/img/voucherify/voucherify_custom_attributes_integrations.png,38355
assets/img/voucherify/voucherify_custom_attributes_manual_message.png,15310
assets/img/voucherify/voucherify_custom_attributes_name_distribution.png,22534
assets/img/voucherify/voucherify_custom_attributes_name_distribution_choose_segment.png,37151
assets/img/voucherify/voucherify_custom_attributes_plus.png,666
assets/img/voucherify/voucherify_promotion_code_list.png,17623
assets/img/voucherify/voucherify_promotion_code_list_created.png,5293
assets/img/voucherify/voucherify_promotion_code_snippet.png,21622
assets/img/voucherify/voucherify_promotion_create_list.png,1244
assets/img/voucherify/voucherify_promotion_export_codes.png,23429
assets/img/voucherify/voucherify_promotion_import_codes.png,15117
assets/img/voucherify/voucherify_promotion_liquid_email.png,40833
assets/img/voucherify/voucherify_promotion_list_expiration.png,32220
assets/img/voucherify/voucherify_promotion_upload_csv.png,31348
assets/img/voucherify/vvoucherify-cc-campaignId.png,22625
assets/img/voucherify/vvoucherify-cc-code-published.png,9116
assets/img/voucherify/vvoucherify-cc-preview.png,8390
assets/img/voucherify/vvoucherify-create-Promotion-Codes.png,1244
assets/img/voucherify/vvoucherify-custom-attribute-in-email.png,19007
assets/img/voucherify/vvoucherify-custom-attribute.png,2358
assets/img/voucherify/vvoucherify-custom-attributes-mapping.png,23975
assets/img/voucherify/vvoucherify-email-preview-custom-attribute.png,8101
assets/img/voucherify/vvoucherify-export-Codes.png,12458
assets/img/voucherify/vvoucherify-integrations-hub.png,5442
assets/img/voucherify/vvoucherify-manual-conditions.png,13178
assets/img/voucherify/vvoucherify-promotion-codes-details.png,7665
assets/img/voucherify/vvoucherify-promotion-codes-list-expiration.png,12207
assets/img/voucherify/vvoucherify-promotion-list-copy-snippet.png,13543
assets/img/voucherify/vvoucherify-promotion-list-snippet-email.png,21323
assets/img/voucherify/vvoucherify-redemption.png,5480
assets/img/web-gtm/gtm-actions-tag.png,74569
assets/img/web-gtm/gtm-community-gallery-search.png,92574
assets/img/webhook_icon.png,691
assets/img/whatsapp/catalog_experience.png,99575
assets/img/whatsapp/multi-product_catalog_opening.png,43366
assets/img/whatsapp/request_parameters.png,15161
assets/img/whatsapp/templates/example_carousel_cards-1.png,169815
assets/img/whatsapp/webhook_url.png,6796
assets/img/whatsapp/whatsapp10.png,45550
assets/img/whatsapp/whatsapp111.png,37158
assets/img/whatsapp/whatsapp112.png,52948
assets/img/whatsapp/whatsapp113.png,29605
assets/img/whatsapp/whatsapp114.png,191061
assets/img/whatsapp/whatsapp119.png,29588
assets/img/whatsapp/whatsapp120.png,109300
assets/img/whatsapp/whatsapp17.png,40260
assets/img/whatsapp/whatsapp2.gif,8813245
assets/img/whatsapp/whatsapp24.png,31085
assets/img/whatsapp/whatsapp26.png,15860
assets/img/whatsapp/whatsapp5.png,1623710
assets/img/whatsapp/whatsapp6.png,29831
assets/img/whatsapp/whatsapp_plain_text.png,32398
assets/img/windows_universal_icon.png,6284
assets/img/workspaces/workspace_level_permissions_individual.png,27245
assets/img/workspaces/workspace_level_permissions_set.png,40156
assets/img/wyng/3.png,12420
assets/img/wyng/6.png,17730
assets/img/yelpproductrecpushgf.png,75358
assets/img/zeotap/zeotap5.png,74502
assets/img/zoom/zoom7.png,13925
